d3mIndex,log(wdi.pop),log(xxxcimr),wdi.gdpchg.s,sqrt(wdi.cpi),log1p(bnn.yroff),elceleth.c,dispota4.c,cir.physint,I(cir.physint^2),nvc.start.1
132,16.91336986008675,0.07646336120290134,2.36643117553414,2.9351888182586414,1.791759469228055,1.0,1.0,5.0,25.0,0.0
133,16.944349502711407,0.03913082959464444,1.9235376971343,3.085193247680293,1.9459101490553128,1.0,1.0,7.0,49.0,0.0
134,16.974185448747715,0.028618805340135382,0.6324563134201021,3.2704737840164233,2.079441541679836,1.0,1.0,6.0,36.0,0.0
135,17.002926592457396,-0.010026624821478838,-0.8366585367554259,3.38997285354858,2.19722457733622,1.0,1.0,5.0,25.0,0.0
136,17.030576373957675,-0.04659676164645924,-1.00000275829025,3.4887341151547937,2.302585092994046,1.0,1.0,4.0,16.0,0.0
137,17.057188272546956,-0.05374624546629878,2.0976182122393303,3.6474270738615737,2.3978952727983707,1.0,1.0,5.0,25.0,0.0
138,17.082784393929465,-0.012297527787909006,0.894427536939854,3.9394328927332167,2.4849066497880004,1.0,1.0,5.0,25.0,0.0
139,17.107401240611456,-0.04282422305935717,-1.0954453952273902,4.420008365331316,2.5649493574615367,1.0,1.0,4.0,16.0,0.0
140,17.130973964593228,0.006029199493455858,1.34164164911723,5.0718447530368085,0.0,1.0,1.0,2.0,4.0,0.0
141,17.153326437772712,0.05000443664212358,-1.4491379352439198,5.568421896652444,0.6931471805599453,1.0,1.0,2.0,4.0,0.0
142,17.174243938027885,0.022278149093483454,-0.94868148660369,6.325679631992803,0.0,1.0,1.0,2.0,4.0,0.0
143,17.193625682217863,0.020902216350019744,1.9493575376295305,7.206268722431361,0.6931471805599453,1.0,1.0,0.0,0.0,0.0
144,17.2115348489022,0.03128322631492053,2.02484529708563,7.850503849672745,1.0986122886681096,1.0,1.0,3.0,9.0,0.0
145,17.228157673865105,0.18792059521640672,1.04880881347332,8.072422456361611,1.3862943611198906,1.0,1.0,0.0,0.0,0.0
146,17.243688501968187,0.1293429048309514,2.2583187566504104,8.269808211637148,1.6094379124341005,1.0,1.0,4.0,16.0,0.0
147,17.258371020334508,0.2278919710637897,1.78885481084962,8.378483497757102,0.0,1.0,1.0,0.0,0.0,0.0
148,17.272440583836037,0.17853946285146724,1.4832399345821798,8.392679836670734,0.6931471805599453,1.0,1.0,4.0,16.0,0.0
149,17.285929167260353,0.2668024197318855,2.14767868679016,8.568181686722767,1.0986122886681096,1.0,1.0,4.0,16.0,0.0
150,17.298993576207117,0.1944156431933195,2.36643191323981,8.628729099151808,1.3862943611198906,1.0,0.0,2.0,4.0,0.0
151,17.312122417021875,0.22709612559058545,2.68328157299972,8.810982583068187,1.6094379124341005,1.0,0.0,1.0,1.0,0.0
152,17.325901449965514,0.1753732750462572,2.07364413533276,8.983824069571643,1.791759469228055,1.0,0.0,5.0,25.0,0.0
153,17.34072050915992,0.2086680271049441,2.42899156029826,9.04570920517517,1.9459101490553128,1.0,0.0,5.0,25.0,0.0
154,17.356678961592202,0.15242802648305356,1.30384048104046,9.149792948665564,2.079441541679836,1.0,0.0,1.0,1.0,0.0
155,17.37362743987304,0.12222663525009808,1.84390889145859,9.316350778997851,2.19722457733622,1.0,0.0,4.0,16.0,0.0
156,17.391371834558676,0.09782081379633532,1.41421356237315,9.54018840961714,2.302585092994046,1.0,0.0,5.0,25.0,0.0
157,17.409620491091562,0.10215435707993906,1.26490302323776,9.80990874694719,2.3978952727983707,1.0,0.0,6.0,36.0,0.0
173,16.150934891915053,1.2455625040882967,-0.547722557505267,0.00014903291182476473,2.4849066497880004,1.0,1.0,3.0,9.0,0.0
174,16.181326473680908,1.2607480029966636,-1.09544511501018,0.00020194280346258245,2.5649493574615367,1.0,1.0,1.0,1.0,0.0
176,16.24667846956256,1.3480349129973044,-4.96990945591568,0.0015516460299169394,2.7080502011022096,1.0,1.0,2.0,4.0,0.0
177,16.27880466354419,1.3695084555446193,1.87082869338693,0.005025060680255036,2.772588722239781,1.0,1.0,2.0,4.0,0.0
178,16.30912518304284,1.2971720720494866,3.22490309931936,0.026455844825931926,2.8332133440562166,1.0,1.0,1.0,1.0,0.0
179,16.33738739357275,1.2156317379925652,3.34664010613635,0.17237170934402288,2.8903717578961645,1.0,1.0,0.0,0.0,0.0
180,16.364282689949945,1.1866628925521399,2.81069386451101,0.30795098169513035,2.9444389791664403,1.0,1.0,0.0,0.0,0.0
181,16.390984491117514,1.113282478425936,2.60859389596627,0.4433690199502904,2.9957322735539913,1.0,1.0,1.0,1.0,0.0
182,16.418986304751847,1.1737652426190717,1.79994435228858,0.8273269504996636,3.0445224377234235,1.0,1.0,2.0,4.0,0.0
183,16.449191316835005,1.215786090393999,1.73553339781932,1.705571924575824,3.0910424533583165,1.0,1.0,1.0,1.0,0.0
184,16.481716228045038,1.282692797071499,2.05449875841747,2.710523656645887,3.1354942159291497,1.0,1.0,1.0,1.0,0.0
185,16.515970290879128,1.3360727824766514,3.71776714211287,3.9175969858370316,3.1780538303479458,1.0,1.0,2.0,4.0,0.0
186,16.551245638325792,1.3089442768612998,2.2907574337754,5.515660992721662,3.218875824868201,0.0,1.0,3.0,9.0,0.0
187,16.586642907708278,1.2722511348693004,3.2984034097380497,6.608257874611264,3.258096538021482,0.0,1.0,3.0,9.0,0.0
188,16.621556783304758,1.2809130534959132,4.27335330799457,7.327832303080277,3.2958368660043287,0.0,1.0,3.0,9.0,0.0
189,16.6558986313956,1.3326732696716828,4.55357220246933,7.8000378855812755,3.332204510175204,0.0,1.0,4.0,16.0,0.0
190,16.68979945498032,1.3258032502357873,4.7532206043555805,8.26394322320556,3.3672958299864737,0.0,1.0,2.0,4.0,0.0
191,16.723200432298743,1.3197452908222194,3.7171358548283897,8.76421134257054,3.4011973816621555,0.0,1.0,3.0,9.0,0.0
192,16.756081539748845,1.3334948899910994,1.55335495457203,9.346588702745937,3.4339872044851463,0.0,1.0,2.0,4.0,0.0
250,15.030326264979625,-0.3212791122890021,-2.96647919129578,0.6797281042496639,1.0986122886681096,0.0,0.0,7.0,49.0,0.0
251,15.006380797363509,-0.4430851006066162,2.32379060806627,4.00605826671102,1.3862943611198906,0.0,0.0,7.0,49.0,0.0
252,14.98587683605576,-0.4240374441830491,2.62678480412842,6.654776953826492,1.6094379124341005,0.0,0.0,5.0,25.0,0.0
253,14.97032200423685,-0.29528971680041466,2.42185894473773,7.249773561719133,1.791759469228055,0.0,0.0,5.0,25.0,0.0
254,14.958985307463836,-0.2621915181389973,1.822382971777,7.739307783220641,1.9459101490553128,0.0,0.0,5.0,25.0,0.0
255,14.951083957524185,-0.2817782526098511,2.70185121722126,8.067926258976664,0.0,0.0,0.0,4.0,16.0,0.0
256,14.944917131305793,-0.17635138979959372,1.8165902124585,8.094034011690296,0.6931471805599453,0.0,0.0,6.0,36.0,0.0
257,14.939172468658034,-0.1518263586225187,2.42899156029818,8.061963274627322,1.0986122886681096,0.0,0.0,4.0,16.0,0.0
258,14.9339124019477,-0.12400950182723244,3.09138181005428,8.187792162075903,1.3862943611198906,0.0,0.0,6.0,36.0,0.0
259,14.929668714350958,-0.1230600927750844,3.63129460827223,8.231075075882602,1.6094379124341005,0.0,0.0,6.0,36.0,0.0
260,14.926061957626564,-0.11968548068288284,3.7471048899069914,8.423151280458901,1.791759469228055,0.0,0.0,6.0,36.0,0.0
261,14.92263716341236,-0.12564916963917594,3.23540443592403,8.711398053957344,1.9459101490553128,0.0,0.0,4.0,16.0,0.0
262,14.919082858742936,-0.13781772583957216,3.7236690577286,8.739331807600115,2.079441541679836,0.0,0.0,5.0,25.0,0.0
263,14.915092709496644,-0.1026867172226898,3.63290565720346,8.864817225293779,2.19722457733622,0.0,0.0,5.0,25.0,1.0
264,14.910744479705167,-0.12487834123386625,3.70799163407685,9.058063165625269,2.302585092994046,0.0,0.0,3.0,9.0,0.0
265,14.906590549976773,-0.14593032936259556,2.6267851073127497,9.454724297074595,0.0,0.0,0.0,3.0,9.0,0.0
266,14.903450768715787,-0.1478397211355947,-3.7616470646004,9.614425729856784,0.6931471805599453,0.0,0.0,3.0,9.0,0.0
293,16.518682211615378,-1.8687205100681836,1.83215644128876,5.483054338489762,1.9459101490553128,0.0,0.0,8.0,64.0,0.0
294,16.535357568945994,-1.7820849900818372,1.82306033684237,5.780541360962102,2.079441541679836,0.0,0.0,8.0,64.0,0.0
295,16.54786305158945,-1.8126338261333017,-1.49452168664184,6.065811657381763,0.0,0.0,0.0,7.0,49.0,0.0
296,16.559185270039414,-1.822882405798168,2.1519029564242302,6.184456717259407,0.6931471805599453,0.0,0.0,8.0,64.0,0.0
297,16.572858730787768,-1.716137530956756,2.29114397101489,6.3894462201802895,1.0986122886681096,0.0,0.0,8.0,64.0,0.0
298,16.589248619460573,-1.7785641788564135,1.98310569124313,6.6733638574924194,1.3862943611198906,0.0,0.0,7.0,49.0,0.0
299,16.604458485722475,-1.7743070190830574,1.56600748053747,6.95083772458703,1.6094379124341005,0.0,0.0,8.0,64.0,0.0
300,16.6208205522904,-1.7460822377814622,2.3610990471174502,7.197785358786034,1.791759469228055,0.0,0.0,6.0,36.0,0.0
301,16.63774622009347,-1.7610948254508267,1.99021648967932,7.464885106175204,1.9459101490553128,0.0,0.0,7.0,49.0,0.0
302,16.652546000253036,-1.6867990336515923,2.03702641906296,7.7315548826755345,2.079441541679836,0.0,0.0,7.0,49.0,0.0
303,16.66529177603396,-1.8395359483398324,-0.35125578890775705,7.855148653641095,2.19722457733622,0.0,0.0,7.0,49.0,0.0
304,16.677425683783927,-1.7673855029122107,0.563593243216586,7.893776242101799,0.0,0.0,0.0,7.0,49.0,0.0
305,16.687209050594813,-1.9043426033114528,2.03359123857343,7.965016208278925,0.6931471805599453,0.0,0.0,8.0,64.0,0.0
306,16.697794139010686,-1.924611671982816,2.00945819690159,8.040129651964202,1.0986122886681096,0.0,0.0,6.0,36.0,0.0
307,16.709874337129975,-1.9265319361238955,1.932014662559,8.224472426701096,1.3862943611198906,0.0,0.0,8.0,64.0,0.0
308,16.72301253012385,-1.8849179968570329,1.98618954726143,8.331208690142278,0.0,0.0,0.0,7.0,49.0,0.0
309,16.734199787019953,-1.8798970461792277,1.98618362896415,8.341633564322812,0.6931471805599453,0.0,0.0,7.0,49.0,0.0
310,16.74462214417637,-1.9039602643464029,2.10513929900087,8.377154000859338,1.0986122886681096,0.0,0.0,7.0,49.0,0.0
311,16.756047196050314,-1.7551286500336218,2.23674322358371,8.438311353204911,1.3862943611198906,0.0,0.0,7.0,49.0,0.0
312,16.767969919284802,-1.8300250073942428,1.96890143884217,8.625059826484026,1.6094379124341005,0.0,0.0,7.0,49.0,0.0
313,16.781453502707514,-1.7611957262833682,1.3872130697883502,8.811959901843823,1.791759469228055,0.0,0.0,7.0,49.0,0.0
314,16.793659140560948,-1.7573826486105515,1.9668740815997696,8.943300217018693,1.9459101490553128,0.0,0.0,7.0,49.0,0.0
315,16.805999107195213,-1.7798085359646,1.75465002417252,9.066351271409756,2.079441541679836,0.0,0.0,7.0,49.0,0.0
316,16.817592628817014,-1.768703692693941,2.03914250455823,9.171976059910367,2.19722457733622,0.0,0.0,7.0,49.0,0.0
317,16.830790524360633,-1.6660241053178102,1.79384421206737,9.293557992621812,2.302585092994046,0.0,0.0,7.0,49.0,0.0
318,16.84554280381391,-1.6114479632333518,1.7273959425883898,9.456554312590589,2.3978952727983707,0.0,0.0,7.0,49.0,0.0
319,16.851789588164053,-1.6124944609227718,1.9414004129211295,9.566199185663628,0.0,0.0,0.0,7.0,49.0,0.0
320,16.871829805567213,-1.6148176065744315,1.92292186434764,9.772172993034543,0.6931471805599453,0.0,0.0,7.0,49.0,0.0
321,16.892440256864052,-1.5958726342744178,1.32012655044132,9.860704226024641,1.0986122886681096,0.0,0.0,6.0,36.0,0.0
348,15.839533201381053,-1.62970361000077,-0.37986116826526,7.046970077393589,2.4849066497880004,0.0,0.0,8.0,64.0,0.0
349,15.840250371561401,-1.5647837148328807,1.4181870027118,7.236123654479372,2.5649493574615367,0.0,0.0,8.0,64.0,0.0
350,15.83863436174886,-1.597858524067442,1.7242644838934198,7.355809982370807,0.0,0.0,0.0,8.0,64.0,0.0
351,15.838571412707939,-1.6084725345613031,0.22644035904074106,7.561288349989088,0.6931471805599453,0.0,0.0,8.0,64.0,0.0
352,15.83904092238703,-1.6028088458285636,1.58072088126588,7.680932745757568,1.0986122886681096,0.0,0.0,8.0,64.0,0.0
353,15.839676412361722,-1.6324715603301732,1.5170342026381498,7.745980620569832,0.0,0.0,0.0,8.0,64.0,0.0
354,15.840309254400804,-1.6517934243788754,1.16497554141317,7.80001402531321,0.6931471805599453,0.0,0.0,8.0,64.0,0.0
355,15.84172496290399,-1.8129328985641864,1.81545592733971,7.874974477460959,1.0986122886681096,0.0,0.0,6.0,36.0,0.0
356,15.846230101901295,-1.728023838445701,1.97156657977986,7.975288630430813,1.3862943611198906,0.0,0.0,7.0,49.0,0.0
357,15.853850118014455,-1.7525387562670816,2.08462023845057,8.104334408257836,1.6094379124341005,0.0,0.0,7.0,49.0,0.0
358,15.863834299045902,-1.765731973746521,1.85516236866274,8.238339885961965,1.791759469228055,0.0,0.0,7.0,49.0,0.0
359,15.874839821911182,-1.7069275338969574,1.44690176979628,8.402693253495626,1.9459101490553128,0.0,0.0,7.0,49.0,0.0
360,15.883086101321132,-1.842071890723481,0.725816409170103,8.55366957034867,2.079441541679836,0.0,0.0,7.0,49.0,0.0
361,15.886934796787918,-1.8728039303390631,1.54987701658557,8.679301291265478,2.19722457733622,0.0,0.0,7.0,49.0,0.0
362,15.888465859394946,-1.987045353974992,1.63339635863077,8.776404559965597,2.302585092994046,0.0,0.0,7.0,49.0,0.0
363,15.889816057732432,-2.0018257586376804,1.57055529480205,8.8569341256917,2.3978952727983707,0.0,0.0,8.0,64.0,0.0
364,15.890949223815662,-2.021547563455933,1.51951007733462,8.914684428881305,0.0,0.0,0.0,8.0,64.0,0.0
365,15.892046507496671,-1.936549706013141,1.9456471284312904,8.955654655720377,0.6931471805599453,0.0,0.0,6.0,36.0,0.0
366,15.893992139029322,-2.0316242650882765,1.88125697442213,8.980803067393873,1.0986122886681096,0.0,0.0,7.0,49.0,0.0
367,15.896396805553787,-1.900123767727908,1.91509499389138,9.087720087460458,0.0,0.0,0.0,5.0,25.0,0.0
368,15.900224799498618,-1.8652896170313489,0.92596036680889,9.207947818338901,0.6931471805599453,0.0,0.0,7.0,49.0,0.0
369,15.90514460414117,-1.8308851102448351,1.3014337720964,9.290545661399932,1.0986122886681096,0.0,0.0,7.0,49.0,0.0
370,15.910015943089439,-1.7945923325991675,0.930547927404988,9.353302287889594,1.3862943611198906,0.0,0.0,6.0,36.0,0.0
371,15.916220074362784,-1.7644392943391185,1.60921715554382,9.449207054536195,1.6094379124341005,0.0,0.0,7.0,49.0,0.0
372,15.923032746845779,-1.7463969005583582,1.54941032632837,9.557477811388116,1.791759469228055,0.0,0.0,7.0,49.0,0.0
373,15.927980724596765,-1.6888115001016997,1.91566967207638,9.626502045315783,1.9459101490553128,0.0,0.0,7.0,49.0,0.0
374,15.931861008019368,-1.6888026541451715,1.92508409283751,9.730322318969497,0.0,0.0,0.0,7.0,49.0,0.0
375,15.93620512125884,-1.6879684882055586,1.19844027624853,9.885543965725482,0.0,0.0,0.0,7.0,49.0,0.0
376,15.939599766937404,-1.6678775565226314,-1.95496659060101,9.91053824122009,0.6931471805599453,0.0,0.0,7.0,49.0,0.0
378,15.81455516257208,0.6098234147305579,-4.75394572960189,0.19610574876328307,0.0,1.0,1.0,4.0,16.0,0.0
379,15.829746689518835,0.7237106514965312,-4.8062459362791605,0.6872100663019299,0.0,1.0,1.0,3.0,9.0,0.0
380,15.843263990485358,0.6351786028022899,-4.43846820423445,2.8848223629440164,0.6931471805599453,1.0,0.0,3.0,9.0,0.0
381,15.854780934954832,0.5841372627048523,-3.435112807463529,6.526075485709142,1.0986122886681096,1.0,0.0,4.0,16.0,0.0
382,15.864879415387813,0.4588392922521,1.14017542509924,7.142842620480812,1.3862943611198906,1.0,0.0,3.0,9.0,0.0
383,15.87452615312486,0.5388765204270047,2.4083189157584504,7.272885292646858,1.6094379124341005,1.0,0.0,3.0,9.0,0.0
384,15.884017534591331,0.3545828929352729,3.16227766016838,7.244732086595378,1.791759469228055,1.0,0.0,4.0,16.0,0.0
385,15.892793521589901,0.33710812483001656,2.7202941017470894,6.929041065213633,1.9459101490553128,1.0,0.0,5.0,25.0,0.0
386,15.90100872122664,0.347886829148956,3.33166624979152,6.991296096139456,2.079441541679836,1.0,0.0,4.0,16.0,0.0
387,15.908756380620508,0.4277564527087933,3.1464265445104505,7.045173024282242,2.19722457733622,1.0,0.0,5.0,25.0,0.0
388,15.916218116447675,0.4595502007345361,3.25576411921994,7.14212263021924,2.302585092994046,1.0,0.0,4.0,16.0,0.0
389,15.923794626003845,0.3936081989591286,3.3466401061363,7.221454720734784,0.0,1.0,0.0,3.0,9.0,0.0
390,15.93254889880867,0.4717331822687488,3.19374388453425,7.4597637898448035,0.6931471805599453,1.0,0.0,3.0,9.0,0.0
391,15.942771554732651,0.19644293604117716,5.13809303146606,7.8124602638733025,1.0986122886681096,1.0,0.0,2.0,4.0,0.0
392,15.953757420476835,0.3772253819371301,5.87367006223533,8.13146645174262,1.3862943611198906,1.0,0.0,2.0,4.0,0.0
393,15.9650959751384,0.2923507097600708,5.0048976013501205,8.783084111074679,1.6094379124341005,1.0,0.0,2.0,4.0,0.0
394,15.986094515464325,0.2737597696695069,3.28213660393106,9.654527846537905,1.791759469228055,1.0,0.0,3.0,9.0,0.0
395,16.00685599810279,0.3176385928017302,3.06767884926113,9.724865683542456,1.9459101490553128,1.0,0.0,3.0,9.0,0.0
443,12.832345245155,-0.5162414976707534,-2.30579623642682,8.522512889032777,2.3978952727983707,1.0,1.0,5.0,25.0,0.0
444,12.863463106378,-0.5100906599180995,-2.74885749125567,8.893098785308869,2.4849066497880004,1.0,1.0,5.0,25.0,0.0
445,12.890297641513381,-0.5219100951634787,2.52514896818034,9.024300163719898,2.5649493574615367,1.0,1.0,5.0,25.0,0.0
446,12.917116225923918,-0.5404400368154539,2.23688270244467,9.038835595649925,2.6390573296152593,1.0,1.0,4.0,16.0,0.0
447,12.946640004638601,-0.5624059432009384,-2.18134526186554,8.918909548546978,2.7080502011022096,1.0,1.0,5.0,25.0,0.0
448,12.979626313741539,-0.5587622624169832,1.08765597958545,8.815921702845811,2.772588722239781,1.0,1.0,6.0,36.0,0.0
449,13.01479152966406,-0.5686056060336948,3.22474912422025,8.738664189148425,2.8332133440562166,1.0,1.0,5.0,25.0,0.0
450,13.050338771995747,-0.5851712324094369,2.6457501440188103,8.751912271951296,2.8903717578961645,1.0,1.0,6.0,36.0,0.0
451,13.08391772381477,-0.5731906570848629,0.603328548792648,8.81669472417246,2.9444389791664403,1.0,1.0,5.0,25.0,0.0
452,13.114218296107211,-0.5853895402824454,2.10665548446278,8.857568314837645,2.9957322735539913,1.0,1.0,5.0,25.0,0.0
453,13.141469683894064,-0.6107667488475998,3.35111917472436,8.891358363483969,3.0445224377234235,1.0,1.0,6.0,36.0,0.0
454,13.166860530249355,-0.5828641125476056,2.58650275068913,8.883690092662453,3.0910424533583165,1.0,1.0,6.0,36.0,0.0
455,13.191350115539136,-0.6280874508376701,3.5874792575123102,8.995755486797757,3.1354942159291497,1.0,1.0,5.0,25.0,0.0
456,13.216163326475,-0.6647677313459526,-0.5000009999141299,9.032424404476068,3.1780538303479458,1.0,1.0,6.0,36.0,0.0
457,13.242330692451308,-0.6722449641119941,1.98242080327564,9.153729786716292,3.218875824868201,1.0,1.0,4.0,16.0,0.0
458,13.270260832223869,-0.6863890550205265,2.02731482090714,9.13300849702491,3.258096538021482,1.0,1.0,3.0,9.0,0.0
459,13.300342184764144,-0.6489333061257291,1.75869248300839,9.243378496085132,3.2958368660043287,1.0,1.0,5.0,25.0,0.0
460,13.333494264717537,-0.6188046593864239,2.18860740322032,9.226422888603075,3.332204510175204,1.0,0.0,3.0,9.0,0.0
461,13.37064900126226,-0.6908467423979738,2.0736443283252504,9.166831287877637,0.0,1.0,0.0,5.0,25.0,0.0
462,13.412401172960331,-0.7198741290190528,2.30217146401288,9.134467817792377,0.6931471805599453,1.0,0.0,3.0,9.0,0.0
463,13.45704687232341,-0.6960917270851518,1.5783011165501202,9.07914767413152,1.0986122886681096,1.0,0.0,6.0,36.0,0.0
464,13.504274591003194,-0.666675539282386,1.90109109750784,9.056624325929253,1.3862943611198906,1.0,0.0,7.0,49.0,0.0
465,13.55681495571851,-0.6645638473316952,2.45437415129613,9.128503424196731,1.6094379124341005,1.0,0.0,7.0,49.0,0.0
466,13.617675283338931,-0.6693794070135881,2.642148022957,9.235273176382409,1.791759469228055,1.0,0.0,6.0,36.0,0.0
467,13.687147500741133,-0.7044382302250513,2.60171849535869,9.35393251546375,1.9459101490553128,1.0,0.0,6.0,36.0,0.0
468,13.765217815489251,-0.6963652042485056,2.5430386425906,9.447354668204737,2.079441541679836,1.0,0.0,6.0,36.0,0.0
469,13.847351220799988,-0.7804730432859399,2.87992928087441,9.59995661326504,2.19722457733622,1.0,0.0,6.0,36.0,0.0
470,13.92529547152291,-0.7592552365598689,2.49730706148698,9.767737819973814,2.302585092994046,1.0,0.0,6.0,36.0,0.0
471,13.990756306835866,-0.7543054487152625,1.59550267841315,9.903325937971152,2.3978952727983707,1.0,0.0,7.0,49.0,0.0
487,18.388689487190607,0.8730940034039059,2.06120606666857,4.9274742849421145,1.6094379124341005,1.0,1.0,5.0,25.0,1.0
488,18.415436888945827,0.86861496998178,1.93190676010733,5.165034299891658,1.791759469228055,1.0,1.0,4.0,16.0,0.0
489,18.44178856812801,0.8629171548193194,1.46942244042155,5.353048275243854,1.9459101490553128,1.0,1.0,4.0,16.0,0.0
490,18.467367220731834,0.8883161209123119,1.6162771457096,5.512482713679754,2.079441541679836,1.0,1.0,5.0,25.0,0.0
491,18.491938952956996,0.8906309851072572,2.43747967046214,5.678839682562442,0.0,1.0,1.0,3.0,9.0,0.0
492,18.515396110526734,0.8878996046427213,1.8273903624479,5.856570710861348,0.0,1.0,1.0,4.0,16.0,0.0
493,18.53784997349053,0.903828298179557,2.24480135444717,5.9620372201451906,0.6931471805599453,1.0,1.0,1.0,1.0,0.0
494,18.559551358778336,0.8817460171513867,2.13877898576841,6.051242174274956,1.0986122886681096,1.0,1.0,5.0,25.0,0.0
495,18.58083756787405,0.8655111056628308,2.021064949858,6.209934968886808,1.3862943611198906,1.0,1.0,3.0,9.0,0.0
496,18.601914918093364,0.8639124353161535,2.21924585839169,6.521845412345995,1.6094379124341005,1.0,1.0,3.0,9.0,0.0
497,18.622812248277146,0.8533765611222275,2.14987626888454,6.5989064820620085,0.0,1.0,1.0,3.0,9.0,0.0
498,18.64338671954428,0.8964581588240058,2.32111002089142,6.771699994027076,0.6931471805599453,0.0,1.0,4.0,16.0,0.0
499,18.66345846915959,0.8962982074462563,2.28637953727694,7.050449942554233,1.0986122886681096,0.0,1.0,3.0,9.0,0.0
500,18.682789768156525,0.8879803439602589,2.20663322896796,7.262534843574198,1.3862943611198906,0.0,1.0,4.0,16.0,0.0
501,18.701211796197406,0.8619062954787033,2.4381359211344,7.342284665895071,1.6094379124341005,0.0,1.0,2.0,4.0,0.0
502,18.71877964486602,0.8641889813424072,2.2965221780481,7.415604783180298,0.0,0.0,1.0,4.0,16.0,0.0
503,18.735537314858924,0.8535841480130268,2.10128791995572,7.538157039864759,0.6931471805599453,0.0,1.0,1.0,1.0,0.0
504,18.751321625509142,0.8449208204363443,2.29259553160416,7.7488700697857285,1.0986122886681096,0.0,1.0,0.0,0.0,1.0
505,18.7659359754754,0.8467250182730561,2.5040972226446403,8.037469914198006,1.3862943611198906,0.0,1.0,1.0,1.0,0.0
506,18.779300056380954,0.8449426510864636,2.44038490272681,8.31583447214147,1.6094379124341005,0.0,1.0,0.0,0.0,1.0
507,18.79133838672067,0.8818073740993652,2.57474992473198,8.592525297686535,1.791759469228055,0.0,1.0,1.0,1.0,0.0
